L734#2#chr01	1000000	0.5044	0.3898	0.3248	0.4642	0.1394
L734#2#chr01	1100000	0.5043	0.3896	0.3218	0.4663	0.1445
L734#2#chr01	1200000	0.5050	0.3902	0.3239	0.4641	0.1402
L734#2#chr01	1300000	0.5057	0.3906	0.3174	0.4620	0.1447
L734#2#chr01	1400000	0.5080	0.3925	0.3360	0.4810	0.1450
L734#2#chr01	1500000	0.5083	0.3925	0.3413	0.4869	0.1456
L734#2#chr01	1600000	0.5082	0.3925	0.3484	0.4922	0.1438
L734#2#chr01	1700000	0.5085	0.3931	0.3468	0.4905	0.1437
L734#2#chr01	1800000	0.5049	0.3901	0.3519	0.4931	0.1412
L734#2#chr01	1900000	0.5036	0.3892	0.3570	0.4961	0.1391
L734#2#chr01	2000000	0.5039	0.3893	0.3586	0.4955	0.1369
L734#2#chr01	2100000	0.5034	0.3891	0.3639	0.4936	0.1296
L734#2#chr01	2200000	0.5053	0.3905	0.3623	0.4983	0.1360
L734#2#chr01	2300000	0.5065	0.3915	0.3646	0.4908	0.1262
L734#2#chr01	2400000	0.5068	0.3919	0.3589	0.4864	0.1274
L734#2#chr01	2500000	0.5068	0.3919	0.3643	0.4984	0.1342
L734#2#chr01	2600000	0.5067	0.3920	0.3689	0.5032	0.1343
L734#2#chr01	2700000	0.5064	0.3917	0.3703	0.5033	0.1330
L734#2#chr01	2800000	0.5067	0.3916	0.3720	0.5142	0.1422
L734#2#chr01	2900000	0.5063	0.3913	0.3752	0.5194	0.1442
L734#2#chr01	3000000	0.5053	0.3906	0.3699	0.5212	0.1513
L734#2#chr01	3100000	0.5058	0.3911	0.3694	0.5184	0.1490
L734#2#chr01	3200000	0.5066	0.3915	0.3707	0.5241	0.1533
L734#2#chr01	3300000	0.5065	0.3914	0.3800	0.5311	0.1510
L734#2#chr01	3400000	0.5060	0.3911	0.3746	0.5270	0.1525
L734#2#chr01	3500000	0.5061	0.3913	0.3779	0.5239	0.1460
L734#2#chr01	3600000	0.5065	0.3914	0.3792	0.5200	0.1408
L734#2#chr01	3700000	0.5049	0.3899	0.3835	0.5203	0.1368
L734#2#chr01	3800000	0.5090	0.3934	0.3789	0.5232	0.1442
L734#2#chr01	3900000	0.5107	0.3947	0.3815	0.5234	0.1419
L734#2#chr01	4000000	0.5115	0.3955	0.3821	0.5285	0.1465
L734#2#chr01	4100000	0.5120	0.3958	0.3829	0.5269	0.1441
L734#2#chr01	4200000	0.5117	0.3959	0.3950	0.5276	0.1326
L734#2#chr01	4300000	0.5101	0.3946	0.4021	0.5418	0.1397
L734#2#chr01	4400000	0.5102	0.3945	0.4073	0.5453	0.1380
L734#2#chr01	4500000	0.5104	0.3946	0.3983	0.5313	0.1330
L734#2#chr01	4600000	0.5103	0.3946	0.3998	0.5297	0.1299
L734#2#chr01	4700000	0.5100	0.3944	0.4016	0.5298	0.1282
L734#2#chr01	4800000	0.5107	0.3953	0.4044	0.5217	0.1173
L734#2#chr01	4900000	0.5106	0.3952	0.4081	0.5208	0.1127
L734#2#chr01	5000000	0.5098	0.3946	0.4100	0.5181	0.1080
L734#2#chr01	5100000	0.5083	0.3935	0.4161	0.5240	0.1079
L734#2#chr01	5200000	0.5071	0.3927	0.4206	0.5203	0.0997
L734#2#chr01	5300000	0.5077	0.3933	0.4160	0.5112	0.0952
L734#2#chr01	5400000	0.5064	0.3922	0.4176	0.5073	0.0897
L734#2#chr01	5500000	0.5052	0.3915	0.4181	0.5065	0.0885
L734#2#chr01	5600000	0.5043	0.3910	0.4168	0.5093	0.0925
L734#2#chr01	5700000	0.5057	0.3921	0.4180	0.5079	0.0899
L734#2#chr01	5800000	0.5037	0.3903	0.4230	0.5017	0.0787
L734#2#chr01	5900000	0.5043	0.3907	0.4161	0.4984	0.0823
L734#2#chr01	6000000	0.5032	0.3901	0.4201	0.4889	0.0688
L734#2#chr01	6100000	0.5034	0.3901	0.4164	0.4893	0.0729
L734#2#chr01	6200000	0.5011	0.3882	0.4091	0.4813	0.0723
L734#2#chr01	6300000	0.5011	0.3883	0.4033	0.4677	0.0644
L734#2#chr01	6400000	0.5007	0.3881	0.3992	0.4693	0.0701
L734#2#chr01	6500000	0.5033	0.3899	0.4083	0.4629	0.0546
L734#2#chr01	6600000	0.5032	0.3896	0.4066	0.4720	0.0654
L734#2#chr01	6700000	0.5042	0.3902	0.4087	0.4680	0.0594
L734#2#chr01	6800000	0.5038	0.3895	0.4101	0.4671	0.0569
L734#2#chr01	6900000	0.5047	0.3900	0.4012	0.4590	0.0578
L734#2#chr01	7000000	0.5051	0.3903	0.3955	0.4594	0.0639
L734#2#chr01	7100000	0.5058	0.3905	0.3937	0.4557	0.0620
L734#2#chr01	7200000	0.5074	0.3914	0.3853	0.4577	0.0724
L734#2#chr01	7300000	0.5056	0.3900	0.3805	0.4551	0.0746
L734#2#chr01	7400000	0.5034	0.3883	0.3823	0.4573	0.0750
L734#2#chr01	7500000	0.5057	0.3897	0.3779	0.4526	0.0747
L734#2#chr01	7600000	0.5050	0.3890	0.3676	0.4489	0.0813
L734#2#chr01	7700000	0.5050	0.3891	0.3661	0.4496	0.0835
L734#2#chr01	7800000	0.5047	0.3888	0.3678	0.4517	0.0839
L734#2#chr01	7900000	0.5034	0.3876	0.3671	0.4486	0.0814
L734#2#chr01	8000000	0.5030	0.3870	0.3626	0.4556	0.0930
L734#2#chr01	8100000	0.5034	0.3875	0.3628	0.4544	0.0916
L734#2#chr01	8200000	0.5038	0.3878	0.3676	0.4582	0.0906
L734#2#chr01	8300000	0.5030	0.3875	0.3668	0.4584	0.0916
L734#2#chr01	8400000	0.5025	0.3870	0.3645	0.4545	0.0900
L734#2#chr01	8500000	0.4998	0.3852	0.3654	0.4651	0.0997
L734#2#chr01	8600000	0.4993	0.3850	0.3673	0.4565	0.0891
L734#2#chr01	8700000	0.4981	0.3843	0.3654	0.4598	0.0944
L734#2#chr01	8800000	0.4976	0.3839	0.3670	0.4606	0.0936
L734#2#chr01	8900000	0.4960	0.3828	0.3748	0.4736	0.0988
L734#2#chr01	9000000	0.4961	0.3828	0.3777	0.4751	0.0974
L734#2#chr01	9100000	0.4957	0.3828	0.3719	0.4714	0.0995
L734#2#chr01	9200000	0.4935	0.3812	0.3774	0.4700	0.0926
L734#2#chr01	9300000	0.4935	0.3811	0.3849	0.4779	0.0930
L734#2#chr01	9400000	0.4957	0.3829	0.3869	0.4769	0.0901
L734#2#chr01	9500000	0.4937	0.3819	0.3909	0.4809	0.0899
L734#2#chr01	9600000	0.4929	0.3819	0.4115	0.4841	0.0726
L734#2#chr01	9700000	0.4873	0.3774	0.4106	0.4871	0.0765
L734#2#chr01	9800000	0.4871	0.3772	0.4092	0.4864	0.0772
L734#2#chr01	9900000	0.4879	0.3778	0.4106	0.4881	0.0775
L734#2#chr01	10000000	0.4879	0.3779	0.4117	0.4856	0.0740
L734#2#chr01	10100000	0.4835	0.3744	0.4129	0.4917	0.0788
L734#2#chr01	10200000	0.4816	0.3730	0.4082	0.4873	0.0791
L734#2#chr01	10300000	0.4795	0.3710	0.4182	0.4923	0.0741
L734#2#chr01	10400000	0.4801	0.3713	0.4254	0.4902	0.0649
L734#2#chr01	10500000	0.4796	0.3710	0.4324	0.4881	0.0557
L734#2#chr01	10600000	0.4761	0.3682	0.4341	0.4834	0.0493
L734#2#chr01	10700000	0.4756	0.3681	0.4270	0.4825	0.0555
L734#2#chr01	10800000	0.4718	0.3651	0.4307	0.4778	0.0471
L734#2#chr01	10900000	0.4708	0.3647	0.4229	0.4629	0.0400
L734#2#chr01	11000000	0.4708	0.3647	0.4229	0.4629	0.0400
L734#2#chr01	11100000	0.4708	0.3647	0.4229	0.4629	0.0400
L734#2#chr01	11200000	0.4704	0.3646	0.4208	0.4652	0.0444
L734#2#chr01	11300000	0.4717	0.3659	0.4192	0.4622	0.0430
L734#2#chr01	11400000	0.4687	0.3636	0.4063	0.4635	0.0573
L734#2#chr01	11500000	0.4540	0.3524	0.3724	0.4557	0.0833
L734#2#chr01	11600000	0.4410	0.3412	0.3433	0.4526	0.1093
L734#2#chr01	11700000	0.4505	0.3507	0.2624	0.3645	0.1021
L734#2#chr01	11800000	0.4505	0.3507	0.2624	0.3645	0.1021
L734#2#chr01	11900000	0.4505	0.3507	0.2624	0.3645	0.1021
L734#2#chr01	12000000	0.4608	0.3571	0.2931	0.4452	0.1520
L734#2#chr01	12100000	0.4558	0.3537	0.3174	0.4545	0.1371
L734#2#chr01	12200000	0.4805	0.3728	0.3546	0.4724	0.1178
L734#2#chr01	12300000	0.4732	0.3656	0.3486	0.4594	0.1108
L734#2#chr01	12400000	0.4732	0.3656	0.3486	0.4594	0.1108
L734#2#chr01	12500000	0.4732	0.3656	0.3486	0.4594	0.1108
L734#2#chr01	12600000	0.4732	0.3656	0.3486	0.4594	0.1108
L734#2#chr01	12700000	0.4732	0.3656	0.3486	0.4594	0.1108
L734#2#chr01	12800000	0.4732	0.3656	0.3486	0.4594	0.1108
L734#2#chr01	12900000	0.4732	0.3656	0.3486	0.4594	0.1108
L734#2#chr01	13000000	0.4732	0.3656	0.3486	0.4594	0.1108
L734#2#chr01	13100000	0.4716	0.3641	0.3469	0.4621	0.1152
L734#2#chr01	13200000	0.4725	0.3646	0.3467	0.4567	0.1100
L734#2#chr01	13300000	0.4725	0.3646	0.3467	0.4567	0.1100
L734#2#chr01	13400000	0.4725	0.3646	0.3467	0.4567	0.1100
L734#2#chr01	13500000	0.4859	0.3735	0.3579	0.4504	0.0925
L734#2#chr01	13600000	0.4859	0.3735	0.3579	0.4504	0.0925
L734#2#chr01	13700000	0.4859	0.3735	0.3579	0.4504	0.0925
L734#2#chr01	13800000	0.4839	0.3717	0.3565	0.4500	0.0935
L734#2#chr01	13900000	0.4821	0.3711	0.3583	0.4484	0.0901
L734#2#chr01	14000000	0.4822	0.3712	0.3589	0.4231	0.0642
L734#2#chr01	14100000	0.4822	0.3712	0.3589	0.4231	0.0642
L734#2#chr01	14200000	0.4692	0.3600	0.3399	0.3940	0.0541
L734#2#chr01	14300000	0.4779	0.3676	0.3436	0.3724	0.0288
L734#2#chr01	14400000	0.4779	0.3676	0.3436	0.3724	0.0288
L734#2#chr01	14500000	0.4795	0.3700	0.3507	0.4004	0.0497
L734#2#chr01	14600000	0.4791	0.3690	0.3463	0.4025	0.0562
L734#2#chr01	14700000	0.4798	0.3698	0.3540	0.4019	0.0478
L734#2#chr01	14800000	0.4795	0.3692	0.3788	0.4381	0.0593
L734#2#chr01	14900000	0.4832	0.3719	0.3728	0.4466	0.0738
L734#2#chr01	15000000	0.4934	0.3794	0.3807	0.4374	0.0567
L734#2#chr01	15100000	0.4942	0.3806	0.3591	0.4517	0.0926
L734#2#chr01	15200000	0.4955	0.3820	0.3639	0.4596	0.0957
L734#2#chr01	15300000	0.4955	0.3820	0.3639	0.4596	0.0957
L734#2#chr01	15400000	0.4955	0.3820	0.3639	0.4596	0.0957
L734#2#chr01	15500000	0.4951	0.3819	0.3672	0.4800	0.1127
L734#2#chr01	15600000	0.4951	0.3821	0.3617	0.4755	0.1138
L734#2#chr01	15700000	0.4951	0.3821	0.3617	0.4755	0.1138
L734#2#chr01	15800000	0.4962	0.3831	0.3625	0.4762	0.1137
L734#2#chr01	15900000	0.4980	0.3841	0.3618	0.4786	0.1168
L734#2#chr01	16000000	0.4980	0.3841	0.3618	0.4786	0.1168
L734#2#chr01	16100000	0.4980	0.3841	0.3618	0.4786	0.1168
L734#2#chr01	16200000	0.4980	0.3841	0.3618	0.4786	0.1168
L734#2#chr01	16300000	0.4980	0.3841	0.3618	0.4786	0.1168
L734#2#chr01	16400000	0.4980	0.3841	0.3618	0.4786	0.1168
L734#2#chr01	16500000	0.4967	0.3829	0.3589	0.4717	0.1128
L734#2#chr01	16600000	0.4963	0.3828	0.3591	0.4738	0.1147
L734#2#chr01	16700000	0.4987	0.3849	0.3691	0.4792	0.1101
L734#2#chr01	16800000	0.5003	0.3864	0.3612	0.4722	0.1110
L734#2#chr01	16900000	0.4990	0.3855	0.3626	0.4713	0.1087
L734#2#chr01	17000000	0.4945	0.3824	0.3571	0.4789	0.1218
L734#2#chr01	17100000	0.4965	0.3847	0.3803	0.4826	0.1023
L734#2#chr01	17200000	0.4940	0.3823	0.3734	0.4753	0.1020
L734#2#chr01	17300000	0.4940	0.3823	0.3734	0.4753	0.1020
L734#2#chr01	17400000	0.4940	0.3823	0.3734	0.4753	0.1020
L734#2#chr01	17500000	0.4940	0.3823	0.3734	0.4753	0.1020
L734#2#chr01	17600000	0.4907	0.3824	0.4405	0.5041	0.0636
L734#2#chr01	17700000	0.4940	0.3847	0.4133	0.4835	0.0702
L734#2#chr01	17800000	0.4940	0.3847	0.4133	0.4835	0.0702
L734#2#chr01	17900000	0.4965	0.3872	0.3482	0.5087	0.1605
L734#2#chr01	18000000	0.4965	0.3872	0.3482	0.5087	0.1605
L734#2#chr01	18100000	0.5003	0.3918	0.3496	0.5317	0.1821
L734#2#chr01	18200000	0.5003	0.3918	0.3496	0.5317	0.1821
L734#2#chr01	18300000	0.5003	0.3918	0.3496	0.5317	0.1821
L734#2#chr01	18400000	0.4964	0.3884	0.3228	0.5220	0.1992
L734#2#chr01	18500000	0.5003	0.3903	0.3434	0.5007	0.1573
L734#2#chr01	18600000	0.5015	0.3911	0.3464	0.5016	0.1552
L734#2#chr01	18700000	0.4913	0.3822	0.2765	0.4810	0.2045
L734#2#chr01	18800000	0.4802	0.3720	0.3137	0.5120	0.1983
L734#2#chr01	18900000	0.4816	0.3733	0.3114	0.5122	0.2008
L734#2#chr01	19000000	0.4816	0.3733	0.3114	0.5122	0.2008
L734#2#chr01	19100000	0.4816	0.3733	0.3114	0.5122	0.2008
L734#2#chr01	19200000	0.4816	0.3733	0.3114	0.5122	0.2008
L734#2#chr01	19300000	0.4816	0.3733	0.3114	0.5122	0.2008
L734#2#chr01	19400000	0.4816	0.3733	0.3114	0.5122	0.2008
L734#2#chr01	19500000	0.4816	0.3733	0.3114	0.5122	0.2008
L734#2#chr01	19600000	0.4816	0.3733	0.3114	0.5122	0.2008
L734#2#chr01	19700000	0.4798	0.3719	0.3148	0.5207	0.2058
L734#2#chr01	19800000	0.4851	0.3758	0.3107	0.5143	0.2037
L734#2#chr01	19900000	0.4819	0.3726	0.3321	0.5044	0.1723
L734#2#chr01	20000000	0.4819	0.3726	0.3321	0.5044	0.1723
L734#2#chr01	20100000	0.4781	0.3683	0.3300	0.4872	0.1572
L734#2#chr01	20200000	0.4781	0.3683	0.3300	0.4872	0.1572
L734#2#chr01	20300000	0.4781	0.3683	0.3300	0.4872	0.1572
L734#2#chr01	20400000	0.4799	0.3695	0.3515	0.4924	0.1408
L734#2#chr01	20500000	0.4709	0.3617	0.3358	0.5323	0.1965
L734#2#chr01	20600000	0.4708	0.3611	0.3337	0.5301	0.1963
L734#2#chr01	20700000	0.4808	0.3695	0.3674	0.4984	0.1310
L734#2#chr01	20800000	0.5329	0.4151	0.2169	0.2933	0.0764
L734#2#chr01	20900000	0.5163	0.4020	0.4112	0.5288	0.1176
L734#2#chr01	21000000	0.5163	0.4020	0.4112	0.5288	0.1176
L734#2#chr01	21100000	0.5163	0.4020	0.4112	0.5288	0.1176
L734#2#chr01	21200000	0.5163	0.4020	0.4112	0.5288	0.1176
L734#2#chr01	21300000	0.5163	0.4020	0.4112	0.5288	0.1176
L734#2#chr01	21400000	0.5163	0.4020	0.4112	0.5288	0.1176
L734#2#chr01	21500000	0.5163	0.4020	0.4112	0.5288	0.1176
L734#2#chr01	21600000	0.5163	0.4020	0.4112	0.5288	0.1176
